image_path,label
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm166_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm259_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm92_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm170_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm127_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm150_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/leaf blight804_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm107_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm111_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm238_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm146_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm30_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm214_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm88_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm185_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm67_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm243_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm193_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm3_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm71_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm255_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm26_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm202_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm203_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm27_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm254_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm192_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm70_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm2_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm242_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm89_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm184_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm66_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm215_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm31_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm147_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm239_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm110_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm106_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/leaf blight805_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm151_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm126_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm93_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm171_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm258_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm188_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm85_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm167_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm130_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm219_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm46_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm262_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm11_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm235_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm223_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm50_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm274_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm156_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/leaf blight802_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm101_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm228_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm117_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm140_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm269_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm36_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm212_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm183_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm61_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm245_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm195_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm98_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm5_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm77_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm253_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm20_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm204_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm273_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm57_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm224_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm232_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm16_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm265_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm41_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm137_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm249_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm82_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm160_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm94_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm199_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm176_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm9_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm208_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm121_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm120_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm209_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm95_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm198_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm177_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm8_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm83_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm161_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm248_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm136_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm40_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm264_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm17_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm233_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm225_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm56_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm272_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm205_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm21_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm252_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm194_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm99_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm76_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm4_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm244_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm182_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm60_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm213_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm37_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm268_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm141_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm116_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm229_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm100_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/leaf blight803_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize fall armyworm/fall armyworm157_.jpg,Maize fall armyworm
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy108_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy56_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy40_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy149_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy17_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy132_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy83_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy165_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy173_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy124_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy95_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy153_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy104_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy112_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy145_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy60_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy37_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy169_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy186_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy21_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy7_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy190_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy76_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy201_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy99_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy128_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy129_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy77_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy200_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy98_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy6_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy191_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy20_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy168_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy187_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy36_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy61_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy144_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy113_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy105_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy152_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy94_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy125_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy172_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy164_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy82_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy133_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy16_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy148_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy41_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy57_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy109_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy155_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy102_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy114_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy143_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy66_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy89_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy138_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy31_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy180_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy27_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy179_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy196_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy70_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy207_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy159_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy50_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy118_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy46_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy11_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy134_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy85_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy163_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy175_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy122_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy93_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy92_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy123_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy174_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy162_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy84_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy135_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy10_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy47_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy119_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy51_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy158_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy71_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy206_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy178_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy197_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy26_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy181_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy30_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy139_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy67_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy88_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy142_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy115_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy103_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy154_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy205_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy72_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy194_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy3_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy25_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy182_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy33_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy64_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy141_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy116_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy48_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy100_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy157_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy91_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy209_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy120_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy29_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy198_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy177_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy161_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy87_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy68_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy136_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy13_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy44_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy52_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy53_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy45_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy12_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy137_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy86_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy69_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy160_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy199_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy176_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy28_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy121_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy90_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy208_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy156_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy101_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy49_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy117_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy140_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy65_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy32_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy183_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy24_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy195_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy2_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy204_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy73_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy97_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy78_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy126_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy9_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy171_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy39_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy188_.jpg,Maize healthy
/Users/jeniphermawia/Desktop/crop/Maize healthy/healthy167_.jpg,Maize healthy
